id,lat,lon,dia,diasd,mare,insSPA
02-1-000236,52.5418,231.129,10.184,0.143817,0,0
02-1-000237,53.7764,230.003,10.1264,0.108069,0,0
02-1-000238,54.0946,229.583,11.7506,0.188968,0,0
02-1-000240,50.3719,233.326,25.5836,0.494851,0,0
02-1-000242,49.7976,231.51,16.7095,0.135593,0,0
02-1-000244,50.8588,232.261,15.9987,0.265729,0,0
02-1-000245,51.2316,231.785,15.4944,0.61304,0,0
02-1-000247,51.6708,230.615,14.6317,0.16885,0,0
02-1-000248,52.5449,227.388,26.3646,0.595355,0,0
02-1-000249,52.9912,226.333,11.7875,0.101146,0,0
02-1-000250,53.5893,228.495,26.5482,0.631013,0,0
02-1-000251,53.0582,227.932,19.0838,0.35982,0,0
02-1-000253,49.3866,229.703,11.1243,0.12267,0,0
02-1-000254,50.0523,228.91,12.4124,0.172694,0,0
02-1-000255,50.4799,230.541,10.0023,0.156523,0,0
02-1-000256,49.0145,224.345,19.6154,0.695526,0,0
02-1-000257,48.9372,223.035,11.0659,0.109614,0,0
02-1-000258,48.3149,224.133,18.1836,0.201269,0,0
02-1-000259,48.7614,224.441,20.757,0.364986,0,0
02-1-000260,49.696,222.579,29.5271,0.818925,0,0
02-1-000263,52.2191,219.85,13.8875,0.0958572,0,0
02-1-000264,51.98,224.473,22.0812,0.233739,0,0
02-1-000267,51.2946,223.48,11.149,0.253301,0,0
02-1-000268,50.5176,223.377,10.7142,0.159476,0,0
02-1-000270,48.9819,226.089,12.1951,0.208727,0,0
02-1-000271,51.348,213.584,10.184,0.177488,0,0
02-1-000272,51.0537,213.167,12.816,0.276796,0,0
02-1-000273,52.5901,213.218,11.2255,0.197751,0,0
02-1-000276,50.2589,210.281,24.7753,0.699798,0,0
02-1-000279,53.2834,207.671,24.3319,0.68045,0,0
02-1-000280,51.7727,205.372,15.1692,0.330385,0,0
02-1-000281,50.0472,204.94,28.839,0.516563,0,0
02-1-000282,50.3375,203.269,14.0795,0.452668,0,0
02-1-000284,51.0134,202.789,24.664,0.39295,0,0
02-1-000285,50.6855,201.481,10.2622,0.340105,0,0
02-1-000289,47.8858,205.742,14.841,0.208656,0,0
02-1-000290,48.2592,204.758,20.7874,0.370756,0,0
02-1-000291,48.269,203.407,17.618,0.917257,0,0
02-1-000292,47.3004,204.77,14.0854,0.47529,0,0
02-1-000293,47.4781,203.327,20.3113,0.238844,0,0
02-1-000299,51.6884,196.034,11.6732,0.207525,0,0
02-1-000301,52.1708,195.223,10.2865,0.131802,0,0
02-1-000302,53.4684,190.549,22.5883,0.278639,0,0
02-1-000303,50.5029,194.106,22.5078,0.446764,0,0
02-1-000304,50.5021,192.998,12.3811,0.138329,0,0
02-1-000306,52.2115,190.869,15.5578,0.205629,0,0
02-1-000308,49.641,196.265,13.1255,0.105883,0,0
02-1-000310,49.6187,190.647,10.2574,0.139709,0,0
02-1-000311,49.5106,190.995,17.8297,0.369971,0,0
02-1-000312,49.4563,191.901,19.222,0.358929,0,0
02-1-000314,47.9844,192.785,12.3592,0.161927,0,0
02-1-000316,52.4089,187.087,14.2614,0.232313,0,0
02-1-000317,50.8737,186.256,16.5284,0.374898,0,0
02-1-000318,50.8659,186.939,13.3936,0.345393,0,0
02-1-000319,50.4087,186.789,18.7501,0.318881,0,0
02-1-000322,48.1774,187.419,28.5498,0.558169,0,0
02-1-000323,49.2137,185.349,11.5065,0.196328,0,0
02-1-000325,54.0083,181.02,12.506,0.247498,0,0
02-1-000326,53.4318,181.412,17.3555,0.168375,0,0
02-1-000327,52.8504,180.823,15.2549,0.21262,0,0
02-1-000328,51.6373,183.671,14.7579,0.184485,0,0
02-1-000331,48.8936,183.075,13.7855,0.166365,0,0
02-1-000332,49.6154,183.936,14.4982,0.321648,0,0
02-1-000333,53.9966,184.779,12.5711,0.202499,0,0
02-1-000337,47.404,180.894,27.3943,0.75404,0,0
02-1-000338,47.3456,184.968,17.1396,0.24089,0,0
02-1-000341,46.4142,183.179,26.5663,0.24857,0,0
02-1-000342,45.5611,181.431,20.736,0.462657,0,0
02-1-000343,46.0132,180.906,10.1163,0.387089,0,0
02-1-000345,45.39,183.491,16.6818,0.187427,0,0
02-1-000347,44.7184,184.003,17.418,0.48904,0,0
02-1-000348,45.3933,184.913,17.7806,0.451591,0,0
02-1-000350,45.1354,187.995,20.8921,0.428878,0,0
02-1-000351,45.6211,188.132,13.9458,0.363542,0,0
02-1-000352,46.0047,187.71,15.4291,0.203376,0,0
02-1-000353,44.4445,188.729,17.7064,0.194945,0,0
02-1-000354,44.7667,189.068,11.0089,0.302636,0,0
02-1-000355,43.8219,184.122,17.5077,0.357261,0,0
02-1-000356,43.8881,184.96,13.512,0.128103,0,0
02-1-000357,43.6769,184.758,11.4818,0.289478,0,0
02-1-000358,43.5042,183.406,10.632,0.112505,0,0
02-1-000359,43.6744,182.534,12.2815,0.534592,0,0
02-1-000360,43.4335,182.123,10.816,0.153271,0,0
02-1-000361,42.2354,181.121,25.7474,0.287417,0,0
02-1-000362,42.5665,182.942,18.3967,0.294416,0,0
02-1-000363,41.8179,182.852,10.2184,0.187519,0,0
02-1-000364,43.6052,186.847,10.1708,0.183626,0,0
02-1-000365,42.9306,185.838,18.6274,0.271035,0,0
02-1-000369,43.3467,185.285,11.3981,0.111216,0,0
02-1-000373,47.5375,187.808,14.3119,0.223539,0,0
02-1-000374,47.1455,187.476,28.1223,0.531269,0,0
02-1-000375,46.364,189.628,26.53,0.51752,0,0
02-1-000376,46.3379,189.734,12.383,0.164998,0,0
02-1-000377,46.0397,190.375,10.6644,0.132415,0,0
02-1-000378,44.136,190.106,12.2035,0.148409,0,0
02-1-000379,44.7307,189.492,14.8994,0.277603,0,0
02-1-000380,43.5486,189.482,16.4181,0.28069,0,0
02-1-000381,42.2687,186.137,27.9887,0.515835,0,0
02-1-000382,41.6972,185.524,12.2494,0.369861,0,0
02-1-000383,41.8413,187.091,10.8127,0.160706,0,0
02-1-000385,42.4664,186.628,10.1992,0.543092,0,0
02-1-000386,42.2405,187.2,10.1371,0.123927,0,0
02-1-000387,42.3673,189.048,12.8424,0.266399,0,0
02-1-000388,41.478,186.007,23.1977,0.300782,0,0
02-1-000389,41.2685,184.796,16.1342,0.329788,0,0
02-1-000390,41.41,186.859,22.731,0.43441,0,0
02-1-000391,43.6429,181.663,15.5944,0.410134,0,0
02-1-000392,47.2285,191.059,15.5987,0.189137,0,0
02-1-000393,47.4004,192.811,14.0464,0.756765,0,0
02-1-000394,47.6908,191.862,11.0302,0.228093,0,0
02-1-000395,47.4048,193.177,17.1544,0.711126,0,0
02-1-000396,46.3117,190.903,17.5181,0.337544,0,0
02-1-000397,45.9358,191.809,12.4176,0.0913841,0,0
02-1-000399,45.7159,191.94,12.3974,0.201219,0,0
02-1-000400,45.1422,190.849,10.3081,0.189221,0,0
02-1-000403,45.3808,191.409,17.5243,0.172898,0,0
02-1-000404,46.3406,194.473,18.3909,0.636985,0,0
02-1-000405,46.3461,196.099,13.0876,0.293057,0,0
02-1-000406,47.2785,194.566,10.6526,0.255136,0,0
02-1-000407,44.1404,193.978,10.2244,0.35028,0,0
02-1-000408,43.8063,194.17,23.8924,0.50502,0,0
02-1-000409,44.12,194.445,23.5486,0.483017,0,0
02-1-000411,43.8667,191.358,14.2854,0.201566,0,0
02-1-000412,43.3555,191.324,15.7176,0.269734,0,0
02-1-000413,42.6272,191.918,14.808,0.29263,0,0
02-1-000415,42.21,192.19,14.3509,0.247014,0,0
02-1-000416,43.3996,195.85,17.2693,0.23058,0,0
02-1-000417,43.1054,195.49,10.4369,0.380186,0,0
02-1-000418,43.1937,194.434,19.7325,0.311053,0,0
02-1-000419,44.5975,197.1,19.5189,0.654649,0,0
02-1-000421,43.8766,196.799,10.6824,0.421219,0,0
02-1-000422,43.9815,197.001,21.1657,0.546385,0,0
02-1-000423,44.8388,196.483,10.2334,0.140539,0,0
02-1-000426,43.0687,196.937,13.365,0.185969,0,0
02-1-000431,44.3214,198.918,10.1822,0.250661,0,0
02-1-000432,45.9644,201.296,27.5481,0.525014,0,0
02-1-000434,45.5287,202.647,12.1728,0.171641,0,0
02-1-000436,46.0972,204.346,26.2869,0.71118,0,0
02-1-000437,45.5564,203.95,10.2484,0.101407,0,0
02-1-000440,48.284,199.211,11.0993,0.104914,0,0
02-1-000441,48.4991,198.484,16.4082,0.218495,0,0
02-1-000445,45.1569,206.086,14.3222,0.146367,0,0
02-1-000446,45.9387,205.967,23.3138,0.754015,0,0
02-1-000448,44.5284,208.206,11.5326,0.17033,0,0
02-1-000450,46.9127,208.847,23.5526,0.588673,0,0
02-1-000451,42.8629,205.546,20.5076,0.244534,0,0
02-1-000452,42.9234,204.794,16.7065,0.69852,0,0
02-1-000453,43.0196,209.117,14.6751,0.183355,0,0
02-1-000454,42.6068,208.359,14.9377,0.146114,0,0
02-1-000455,42.4131,207.123,15.2076,0.58234,0,0
02-1-000457,42.0319,200.34,12.2968,0.127828,0,0
02-1-000463,45.7908,211.209,11.0945,0.209366,0,0
02-1-000467,47.4846,212.346,13.8016,0.175471,0,0
02-1-000469,45.8783,215.196,12.3804,0.217212,0,0
02-1-000471,44.2556,213.87,11.7368,0.282386,0,0
02-1-000474,48.5434,221.371,10.7081,0.196737,0,0
02-1-000475,48.0692,221.192,25.0704,0.378611,0,0
02-1-000476,48.1959,219.885,17.9451,0.252444,0,0
02-1-000478,46.0131,218.145,12.0326,0.252226,0,0
02-1-000483,45.5583,220.368,10.8075,0.184005,0,0
02-1-000484,44.7031,220.42,12.5601,0.312913,0,0
02-1-000489,43.0497,219.83,15.1464,0.220196,0,0
02-1-000490,42.6977,218.105,11.4432,0.302893,0,0
02-1-000492,41.7376,216.767,10.5889,0.094889,0,0
02-1-000493,41.2255,220.321,16.0514,0.153405,0,0
02-1-000495,41.6012,212.975,17.2004,0.846827,0,0
02-1-000497,46.7441,224.609,19.3989,0.229201,0,0
02-1-000498,48.2642,226.259,18.3462,0.309267,0,0
02-1-000499,47.4015,225.9,20.0636,0.286029,0,0
02-1-000500,45.9889,225.74,20.1534,0.511808,0,0
02-1-000501,45.7285,225.64,12.31,0.349111,0,0
02-1-000503,45.2397,224.006,22.0745,0.585397,0,0
02-1-000505,44.5067,224.604,13.9148,0.277434,0,0
02-1-000506,44.6684,226.19,19.2269,0.320333,0,0
02-1-000507,45.0915,226.022,12.1857,0.182408,0,0
02-1-000508,45.4368,226.353,12.2795,0.25581,0,0
02-1-000509,47.4636,228.457,26.4583,0.508715,0,0
02-1-000510,44.5078,229.296,17.2828,0.463777,0,0
02-1-000515,41.5837,225.398,14.9754,0.112617,0,0
02-1-000516,41.7792,223.985,20.4213,0.218021,0,0
02-1-000517,42.1698,227.394,15.7618,0.27354,0,0
02-1-000518,48.2687,231.976,15.426,0.220282,0,0
02-1-000519,47.8971,232.133,20.6247,0.341649,0,0
02-1-000520,47.4962,231.488,14.8506,0.204425,0,0
02-1-000521,46.5523,232.896,15.3472,0.111674,0,0
02-1-000523,46.0921,234.658,13.0465,0.766176,0,0
02-1-000524,45.7216,234.227,14.7514,0.32288,0,0
02-1-000525,45.7916,233.383,10.8036,0.130473,0,0
02-1-000526,46.4648,237.841,26.2373,0.897118,0,0
02-1-000527,46.269,237.166,13.8818,0.198164,0,0
02-1-000528,46.5776,236.023,13.7442,0.154544,0,0
02-1-000529,45.6821,236.427,15.4912,0.260213,0,0
02-1-000530,43.8982,235.674,10.8883,0.112492,0,0
02-1-000532,42.6643,237.432,21.9676,0.39812,0,0
02-1-000533,44.6391,235.22,13.3079,0.0986824,0,0
02-1-000535,47.0365,240.915,22.121,0.461635,0,0
02-1-000542,43.656,232.706,11.3646,0.141325,0,0
02-1-000545,42.1801,233.353,12.7613,0.210392,0,0
02-1-000548,42.3211,242.159,10.6794,0.139956,0,0
02-1-000549,42.2231,241.548,14.1914,0.148499,0,0
02-1-000550,41.9286,240.283,22.3476,0.712737,0,0
02-1-000551,45.6536,243.307,17.5884,0.24627,0,0
02-1-000552,45.5534,244.913,23.5745,0.636243,0,0
02-1-000554,47.866,245.08,11.3222,0.162466,0,0
02-1-000556,47.9085,246.378,18.734,0.26723,0,0
02-1-000557,42.902,245.746,11.6421,0.542608,0,0
02-1-000558,42.942,245.091,12.1289,0.106662,0,0
02-1-000559,42.8747,246.192,13.0332,0.143955,0,0
02-1-000562,45.8397,250.784,18.258,0.35857,0,0
02-1-000563,44.3488,251.887,25.3412,0.711956,0,0
02-1-000564,45.1916,252.342,13.6195,0.319353,0,0
02-1-000568,46.6927,258.643,15.1165,0.655226,0,0
02-1-000569,43.0764,251.39,19.7738,0.419756,0,0
02-1-000570,44.269,254.739,15.1,0.151163,0,0
02-1-000571,42.9374,257.267,18.6614,0.315095,0,0
02-1-000572,42.8416,257.821,14.4762,0.277324,0,0
02-1-000574,40.9851,254.351,15.4607,0.151202,0,0
02-1-000575,43.5978,250.501,28.5414,0.398541,0,0
02-1-000577,39.7321,252.442,26.0304,0.449523,0,0
02-1-000578,39.7463,255.243,29.089,0.680531,0,0
02-1-000582,41.5942,259.593,10.5501,0.196358,0,0
02-1-000584,44.7402,261.997,24.2779,0.49751,0,0
02-1-000585,44.8451,261.098,21.8839,0.457159,0,0
02-1-000586,45.0281,261.16,11.5237,0.118212,0,0
02-1-000587,44.2998,263.644,13.916,0.342087,0,0
02-1-000589,45.608,265.337,13.0106,0.139327,0,0
02-1-000592,48.1194,264.388,21.0624,0.401849,0,0
02-1-000593,47.8991,263.583,15.5624,0.165002,0,0
02-1-000594,48.0896,262.54,13.8837,0.405237,0,0
02-1-000595,44.5456,260.135,24.2696,0.321749,0,0
02-1-000596,43.8572,265.524,15.1846,0.315446,0,0
02-1-000597,43.3661,263.78,15.3418,0.343791,0,0
02-1-000598,42.9502,264.872,10.4552,0.3036,0,0
02-1-000599,42.5034,264.795,14.9307,0.269765,0,0
02-1-000601,48.3227,268.955,13.2128,0.245017,0,0
02-1-000603,43.1063,268.945,17.6785,0.371858,0,0
02-1-000604,37.0822,268.418,15.1499,0.265262,0,0
02-1-000605,39.1677,267.943,24.2947,0.439276,0,0
02-1-000606,38.6058,267.907,11.3783,0.0911423,0,0
02-1-000607,38.7978,265.711,18.0567,0.474385,0,0
02-1-000608,37.4105,269.579,10.6971,0.114362,0,0
02-1-000609,40.1897,268.712,23.3522,0.545412,0,0
02-1-000610,41.0711,266.474,10.5702,0.133727,0,0
02-1-000611,41.011,267.469,10.5134,0.0799143,0,0
02-1-000613,41.4956,266.535,11.5583,0.290624,0,0
02-1-000614,40.229,264.199,15.2153,0.285257,0,0
02-1-000616,39.4659,261.509,18.8669,0.378498,0,0
02-1-000618,41.7505,261.151,14.0654,0.130285,0,0
02-1-000620,38.8825,259.908,18.7611,0.498053,0,0
02-1-000621,35.6002,263.912,10.068,0.222467,0,0
02-1-000622,35.8709,263.004,23.8679,0.447965,0,0
02-1-000623,37.5805,263.43,12.3299,0.141378,0,0
02-1-000624,36.0902,259.882,11.826,0.0726192,0,0
02-1-000625,35.4334,260.092,22.7279,0.202589,0,0
02-1-000627,38.1008,257.915,14.7257,0.548031,0,0
02-1-000628,38.5381,251.503,11.7674,0.165561,0,0
02-1-000630,35.3651,252.007,15.724,0.193813,0,0
02-1-000633,37.7676,262.051,14.3055,0.113798,0,0
02-1-000634,38.1219,261.9,16.1143,0.176619,0,0
02-1-000636,37.5005,243.955,11.7193,0.174205,0,0
02-1-000639,37.536,243.039,10.362,0.0931928,0,0
02-1-000640,37.7818,243.102,14.0363,0.250355,0,0
02-1-000642,39.0928,244.733,11.8039,0.08128,0,0
02-1-000643,39.9052,244.519,14.7662,0.388819,0,0
02-1-000644,37.7614,240.471,23.4234,0.375555,0,0
02-1-000645,37.6242,241.386,14.4853,0.110312,0,0
02-1-000647,40.6354,237.978,27.6886,0.894493,0,0
02-1-000648,41.0628,241.408,13.6762,0.23915,0,0
02-1-000650,40.7717,243.997,10.6577,0.187265,0,0
02-1-000652,37.7092,236.64,16.9539,0.202483,0,0
02-1-000653,38.0789,235.982,24.1826,0.565253,0,0
02-1-000654,36.8158,238.553,11.5665,0.123792,0,0
02-1-000655,36.278,238.26,11.8673,0.120748,0,0
02-1-000658,37.2638,238.68,12.3249,0.261211,0,0
02-1-000660,35.8028,236.658,17.4089,0.216051,0,0
02-1-000662,35.6051,235.082,18.6079,0.323933,0,0
02-1-000665,35.0275,232.327,24.6845,0.540685,0,0
02-1-000666,38.2111,233.745,13.1218,0.141214,0,0
02-1-000668,39.2928,232.137,23.0854,0.490275,0,0
02-1-000669,40.7339,230.048,26.3444,0.427434,0,0
02-1-000672,38.6311,227.619,12.8124,0.305363,0,0
02-1-000673,36.5021,235.368,14.1842,0.359874,0,0
02-1-000675,40.7187,221.94,19.4494,0.318493,0,0
02-1-000677,39.7418,222.314,16.4446,0.374859,0,0
02-1-000679,40.052,218.803,14.9497,0.427692,0,0
02-1-000681,36.8834,227.376,16.7902,0.30988,0,0
02-1-000682,37.9771,224.188,28.3497,0.391712,0,0
02-1-000684,37.5155,224.222,15.5013,0.195159,0,0
02-1-000685,37.1901,223.841,15.2595,0.30634,0,0
02-1-000688,38.4044,220.692,24.1771,0.254907,0,0
02-1-000689,39.2295,220.71,11.0697,0.252934,0,0
02-1-000690,38.3726,221.28,15.2598,0.20205,0,0
02-1-000691,38.8705,219.792,21.8235,0.681911,0,0
02-1-000692,38.6048,219.956,14.7748,0.135355,0,0
02-1-000693,39.043,221.655,23.8304,0.572599,0,0
02-1-000696,37.9423,215.748,19.5144,0.693612,0,0
02-1-000697,38.393,215.226,11.6966,0.198807,0,0
02-1-000698,38.2712,213.578,29.9138,0.584015,0,0
02-1-000700,40.1311,213.531,10.3003,0.100715,0,0
02-1-000701,38.9985,216.127,15.7643,0.476752,0,0
02-1-000703,38.7254,217.966,10.4689,0.174836,0,0
02-1-000704,39.6173,218.616,12.0353,0.262393,0,0
02-1-000705,37.7686,219.326,15.4005,0.1908,0,0
02-1-000706,37.9943,218.809,12.7073,0.348655,0,0
02-1-000708,36.82,219.595,10.0112,0.228052,0,0
02-1-000709,34.8941,218.672,21.7112,0.400672,0,0
02-1-000710,35.3205,217.546,24.9111,0.400246,0,0
02-1-000712,36.0238,214.164,21.6573,0.360075,0,0
02-1-000714,35.6965,215.416,17.0589,0.208169,0,0
02-1-000715,35.8419,216.082,16.6623,0.62613,0,0
02-1-000717,37.3509,211.782,11.4006,0.116031,0,0
02-1-000718,37.132,210.683,10.5434,0.146691,0,0
02-1-000719,37.5475,210.479,16.5415,0.355268,0,0
02-1-000722,40.8706,208.606,11.6552,0.249907,0,0
02-1-000723,39.8344,208.41,15.4465,0.331903,0,0
02-1-000724,41.7756,209.535,17.8181,0.269793,0,0
02-1-000725,38.54,208.913,15.2308,0.21061,0,0
02-1-000727,38.2633,210.131,14.0943,0.278063,0,0
02-1-000728,38.0347,209.827,16.1255,0.215705,0,0
02-1-000732,39.706,206.574,17.0774,0.314341,0,0
02-1-000733,36.185,210.503,15.5146,0.492852,0,0
02-1-000734,35.7708,210.147,21.0124,0.487097,0,0
02-1-000735,35.0905,213.681,14.1227,0.632205,0,0
02-1-000736,34.9535,212.78,18.6324,0.670796,0,0
02-1-000737,39.3869,204.815,15.5026,0.205696,0,0
02-1-000738,40.6052,204.608,15.6528,0.31164,0,0
02-1-000739,40.4507,203.535,10.6189,0.247793,0,0
02-1-000740,41.0932,203.655,12.3019,0.184489,0,0
02-1-000741,40.7388,202.967,10.4864,0.341561,0,0
02-1-000745,41.67,201.824,10.999,0.31792,0,0
02-1-000747,41.3544,200.534,14.2658,0.448107,0,0
02-1-000748,40.4917,200.146,21.5072,0.468488,0,0
02-1-000749,40.3297,200.307,10.0285,0.236458,0,0
02-1-000750,40.5537,201.856,19.027,0.185743,0,0
02-1-000751,40.1847,201.879,26.857,0.48911,0,0
02-1-000754,38.4635,205.744,13.5894,0.142992,0,0
02-1-000755,37.407,204.47,13.3873,0.455079,0,0
02-1-000756,38.3189,203.281,11.6442,0.149032,0,0
02-1-000758,39.0294,199.09,13.0362,0.192543,0,0
02-1-000760,39.875,198.222,12.3934,0.298484,0,0
02-1-000761,39.7423,200.951,10.0392,0.0859721,0,0
02-1-000763,40.4936,198.763,23.8209,0.543053,0,0
02-1-000764,40.2569,198.127,10.0409,0.114142,0,0
02-1-000765,37.0931,200.64,14.2891,0.202429,0,0
02-1-000766,36.8995,200.395,10.6284,0.127441,0,0
02-1-000767,39.7549,197.478,10.6088,0.188313,0,0
02-1-000768,39.1439,197.278,25.0481,0.404763,0,0
02-1-000769,38.9355,198.031,23.9057,0.263914,0,0
02-1-000770,39.9693,196.041,12.1561,0.20671,0,0
02-1-000771,39.4675,196.137,19.8742,0.421149,0,0
02-1-000772,39.4203,193.852,14.6079,0.148805,0,0
02-1-000775,35.7723,205.207,18.35,0.327907,0,0
02-1-000776,35.9815,204.502,11.7771,0.19731,0,0
02-1-000777,35.3826,205.72,13.8445,0.591536,0,0
02-1-000779,35.5695,203.381,13.5193,0.277362,0,0
02-1-000783,37.6609,195.983,15.9658,0.385302,0,0
02-1-000784,36.7283,196.579,10.9332,0.127118,0,0
02-1-000786,37.2093,194.776,20.4703,0.42232,0,0
02-1-000787,36.4895,196.528,11.6141,0.188175,0,0
02-1-000788,36.4063,195.392,13.5483,0.157716,0,0
02-1-000789,36.0178,197.191,14.8172,0.159335,0,0
02-1-000791,39.0118,195.092,15.0815,0.335739,0,0
02-1-000792,35.235,196.552,19.0102,0.286827,0,0
02-1-000795,36.1168,192.97,17.0813,0.196252,0,0
02-1-000796,35.7183,192.435,21.5997,0.491017,0,0
02-1-000797,37.503,192.323,25.1894,0.551072,0,0
02-1-000799,37.4458,190.739,12.6608,0.38434,0,0
02-1-000801,39.2705,192.508,14.5327,0.433293,0,0
02-1-000804,41.1354,190.949,25.3943,0.400106,0,0
02-1-000805,41.1541,189.579,15.5501,0.307467,0,0
02-1-000807,36.3518,191.068,13.1365,0.271772,0,0
02-1-000808,36.7891,190.775,18.3898,0.602448,0,0
02-1-000809,36.5391,189.621,16.1196,0.160657,0,0
02-1-000811,40.1204,189.364,23.8485,0.517631,0,0
02-1-000812,39.927,189.972,12.2353,0.136137,0,0
02-1-000814,40.1064,190.775,10.3021,0.136085,0,0
02-1-000817,40.1131,187.955,13.6626,0.381696,0,0
02-1-000818,39.6031,187.297,16.2576,0.220019,0,0
02-1-000819,40.1421,186.407,26.2193,0.836405,0,0
02-1-000821,35.5613,187.269,27.0979,0.605354,0,0
02-1-000823,35.8992,189.443,13.6899,0.282769,0,0
02-1-000824,34.9065,189.349,15.5835,0.214895,0,0
02-1-000825,35.3538,190.223,12.5204,0.11465,0,0
02-1-000826,38.9016,186.991,21.1763,0.896937,0,0
02-1-000827,37.2857,185.036,23.3781,0.393262,0,0
02-1-000828,37.6555,185.877,11.1305,0.131125,0,0
02-1-000829,37.3486,185.837,10.9755,0.127392,0,0
02-1-000830,35.2773,184.841,22.0367,0.351523,0,0
02-1-000831,36.0756,182.965,22.9865,0.454138,0,0
02-1-000834,38.7144,183.141,17.1028,0.343241,0,0
02-1-000836,39.6469,182.536,10.0318,0.25837,0,0
02-1-000838,37.1424,181.313,13.0887,0.372116,0,0
02-1-000839,37.4163,180.448,12.8663,0.328798,0,0
02-1-000840,39.2545,181.452,19.6553,0.373596,0,0
02-1-000841,38.5388,181.394,15.5539,0.484225,0,0
02-1-000844,39.7797,180.546,14.3915,0.120131,0,0
02-1-000847,36.0614,180.567,18.313,0.163783,0,0
02-1-000850,41.7778,184.003,18.9786,0.293829,0,0
02-1-000851,40.9952,182.503,12.3984,0.126936,0,0
02-1-000852,41.4091,180.296,15.1893,0.237875,0,0
02-1-000853,41.0931,180.966,11.7845,0.203406,0,0
02-1-000854,41.3955,181.215,11.3453,0.541639,0,0
02-1-000855,40.6256,181.832,15.9267,0.532099,0,0
02-1-000857,34.01,183.017,14.9757,0.164967,0,0
02-1-000858,34.6567,184.029,18.3015,0.243751,0,0
02-1-000859,34.7432,183.296,14.1605,0.522326,0,0
02-1-000860,34.3913,182.519,18.9134,0.212382,0,0
02-1-000861,34.7413,185.219,17.6976,0.457528,0,0
02-1-000862,34.7261,187.223,11.9272,0.121754,0,0
02-1-000864,33.8114,188.352,24.1602,0.285972,0,0
02-1-000866,31.6245,186.969,14.1424,0.557619,0,0
02-1-000868,32.791,183.986,24.4918,0.991521,0,0
02-1-000869,33.3204,183.974,24.5591,0.602341,0,0
02-1-000870,32.9128,185.507,16.2968,0.271368,0,0
02-1-000871,32.3936,185.43,16.0221,0.374355,0,0
02-1-000872,32.409,184.989,15.248,0.218018,0,0
02-1-000873,29.7894,181.031,23.4471,0.415362,0,0
02-1-000876,28.8573,184.716,10.2182,0.0930139,0,0
02-1-000878,30.048,185.297,21.0939,0.277545,0,0
02-1-000879,29.6502,186.519,19.1251,0.240927,0,0
02-1-000880,28.9972,189.261,24.3529,0.351639,0,0
02-1-000881,28.6144,190.072,20.6113,0.446722,0,0
02-1-000882,30.8971,189.164,16.2437,0.329981,0,0
02-1-000883,30.5918,189.324,13.9889,0.256371,0,0
02-1-000884,32.6936,187.665,12.3435,0.597016,0,0
02-1-000885,34.2052,190.675,12.1715,0.123363,0,0
02-1-000887,30.3612,183.376,13.3066,0.170323,0,0
02-1-000888,30.6237,182.299,13.3123,0.377284,0,0
02-1-000889,33.9753,192.509,16.5884,0.215951,0,0
02-1-000890,33.2109,192.252,18.208,0.847242,0,0
02-1-000891,33.7419,192.001,14.5365,0.212866,0,0
02-1-000892,33.4211,193.402,10.2314,0.188954,0,0
02-1-000893,30.2702,191.951,11.5772,0.207058,0,0
02-1-000894,30.4412,193.014,13.4793,0.389344,0,0
02-1-000895,31.3892,193.01,13.3375,0.213815,0,0
02-1-000896,30.7752,193.012,14.003,0.120416,0,0
02-1-000897,31.2038,193.264,15.6416,0.173509,0,0
02-1-000898,30.5323,191.517,11.8378,0.236783,0,0
02-1-000899,31.0792,191.547,21.0416,0.324768,0,0
02-1-000900,31.5562,191.502,12.4346,0.315592,0,0
02-1-000904,33.2316,194.103,15.966,0.354699,0,0
02-1-000905,32.5681,193.566,13.9338,0.287228,0,0
02-1-000906,34.3003,195.095,11.8717,0.262885,0,0
02-1-000907,32.618,196.047,12.7625,0.319514,0,0
02-1-000909,31.1336,198.193,18.6818,0.596596,0,0
02-1-000910,30.7107,194.538,11.3545,0.189174,0,0
02-1-000911,30.0157,194.092,17.1703,0.362232,0,0
02-1-000912,29.2641,193.191,15.6535,0.396168,0,0
02-1-000913,29.3899,192.68,24.4122,0.654325,0,0
02-1-000914,29.407,193.648,14.2544,0.349052,0,0
02-1-000915,29.8726,193.359,18.9972,0.454945,0,0
02-1-000917,29.2376,197.829,11.9507,0.364138,0,0
02-1-000918,29.0183,197.933,14.8585,0.376955,0,0
02-1-000920,28.2666,198.773,13.606,0.652209,0,0
02-1-000921,28.0265,199.636,10.9776,0.202349,0,0
02-1-000922,33.4273,197.888,27.6519,1.01433,0,0
02-1-000925,31.8822,193.57,18.724,0.54925,0,0
02-1-000926,32.0402,194.233,13.6978,0.126706,0,0
02-1-000928,29.871,198.317,21.2043,0.294224,0,0
02-1-000930,27.6719,192.955,19.2561,0.310064,0,0
02-1-000931,30.3412,200.756,15.0245,0.436437,0,0
02-1-000933,29.5893,199.912,15.6746,0.221671,0,0
02-1-000934,29.8681,201.047,14.4213,0.199064,0,0
02-1-000935,29.1887,199.81,14.8292,0.105216,0,0
02-1-000938,26.773,197.129,25.1945,0.516986,0,0
02-1-000940,32.3454,204.164,12.126,0.392245,0,0
02-1-000941,32.9425,204.065,18.4239,0.231337,0,0
02-1-000942,32.9861,204.886,14.683,0.187954,0,0
