id,lat,lon,dia,diasd,mare,insSPA
04-1-000385,37.4911,273.425,22.2951,0.687157,0,0
04-1-000386,36.9059,271.824,18.543,0.379673,0,0
04-1-000388,35.7167,271.78,17.2485,0.399336,0,0
04-1-000389,36.1154,273.697,11.8647,0.290908,0,0
04-1-000390,35.4656,273.493,10.1243,0.111828,0,0
04-1-000391,35.974,279.299,16.6497,0.326705,1,0
04-1-000397,34.4728,328.731,13.3205,0.123157,1,0
04-1-000401,33.5478,280.223,18.2005,0.514701,1,0
04-1-000403,34.2772,282.001,26.4579,0.446664,1,0
04-1-000404,34.8272,282.384,27.5055,0.416041,1,0
04-1-000408,34.1852,274.801,10.3878,0.110998,0,0
04-1-000409,34.7559,274.043,19.8538,0.369923,0,0
04-1-000412,34.5773,272.219,14.1856,0.476308,0,0
04-1-000413,35.0226,272.107,14.1412,0.137396,0,0
04-1-000414,35.01,270.967,20.1788,0.502114,0,0
04-1-000418,33.1,277.479,16.0869,0.210937,1,0
04-1-000419,32.3991,291.975,29.6615,0.524991,1,0
04-1-000420,32.8755,320.226,15.2429,0.215942,1,0
04-1-000422,33.7413,335.891,10.569,0.104467,1,0
04-1-000425,31.8477,292.284,19.5369,0.536961,0,0
04-1-000426,31.8642,289.887,11.6249,0.118205,1,0
04-1-000428,31.5451,277.52,21.8726,0.488597,0,0
04-1-000429,32.4552,275.135,13.6231,0.396841,0,0
04-1-000430,32.1154,274.22,13.0376,0.155959,0,0
04-1-000431,31.2267,271.774,15.1443,0.50795,0,0
04-1-000432,30.8568,270.598,27.4805,0.518213,0,0
04-1-000434,30.2088,273.615,10.2407,0.181336,0,0
04-1-000435,30.282,276.537,13.5459,0.216498,1,0
04-1-000436,29.9667,276.787,10.7956,0.169057,0,0
04-1-000441,29.9785,325.32,24.916,0.379304,1,0
04-1-000444,29.0153,314.387,22.5143,0.5571,1,0
04-1-000445,28.1508,289.097,24.1564,0.584734,1,0
04-1-000446,29.3846,286.321,11.4504,0.196066,1,0
04-1-000448,28.5988,285.419,10.0495,0.0703685,1,0
04-1-000449,29.488,282.582,12.2051,0.24315,1,0
04-1-000450,29.3399,282.885,24.9845,0.426779,1,0
04-1-000452,28.2868,282.589,10.6637,0.139577,1,0
04-1-000453,29.0214,281.987,23.124,0.252081,1,0
04-1-000455,28.2044,275.743,14.1985,0.176553,0,0
04-1-000458,27.3639,272.871,13.7017,0.130252,0,0
04-1-000461,27.123,286.218,22.5749,1.13784,1,0
04-1-000463,26.4055,281.676,20.024,0.562958,1,0
04-1-000465,27.6154,325.697,17.6289,0.260665,1,0
04-1-000467,27.9058,358.741,12.6844,0.138133,1,0
04-1-000468,25.7656,339.02,29.7878,0.328813,1,0
04-1-000471,25.6201,289.141,12.1139,0.228417,1,0
04-1-000472,26.8148,278.481,18.9425,0.628343,1,0
04-1-000473,26.9659,279.18,16.5741,0.122401,1,0
04-1-000474,25.9379,274.928,10.6629,0.193138,0,0
04-1-000475,26.6644,273.436,16.6679,0.321951,0,0
04-1-000477,25.6859,270.405,17.0658,0.387011,0,0
04-1-000478,25.2749,270.754,13.0293,0.326289,0,0
04-1-000481,24.3112,274.096,12.2582,0.379989,0,0
04-1-000483,25.1723,276.639,20.3607,0.279842,0,0
04-1-000484,25.2284,289.232,12.8958,0.376777,1,0
04-1-000489,23.2731,330.824,25.9812,0.322376,1,0
04-1-000491,23.3825,301.182,24.4146,0.537688,1,0
04-1-000493,23.3662,286.704,13.1791,0.335215,0,0
04-1-000494,23.8964,285.998,14.3572,0.133203,1,0
04-1-000495,23.2643,284.699,14.7743,0.372115,1,0
04-1-000496,22.998,275.592,12.9764,0.193406,0,0
04-1-000497,23.7141,275.072,14.5538,0.173765,0,0
04-1-000498,23.4912,274.737,14.6055,0.183959,0,0
04-1-000499,22.3785,275.421,16.5223,0.32917,0,0
04-1-000502,23.4323,273.857,15.398,0.300028,0,0
04-1-000503,23.4469,272.337,10.6732,0.199672,0,0
04-1-000504,22.8624,272.341,17.1928,0.458103,0,0
04-1-000505,22.2129,271.461,17.5728,0.737744,0,0
04-1-000507,21.6008,271.568,12.1478,0.429047,0,0
04-1-000508,21.1345,271.102,15.3313,0.579469,0,0
04-1-000509,20.8775,271.727,15.4655,0.463438,0,0
04-1-000512,22.4782,285.702,10.4277,0.283984,0,0
04-1-000514,21.6638,313.426,17.7839,0.177243,1,0
04-1-000515,20.2001,356.468,29.3384,0.761626,1,0
04-1-000516,20.2757,351.266,25.2861,0.741767,1,0
04-1-000517,19.973,328.83,10.9996,0.148304,1,0
04-1-000519,20.894,323.068,14.0747,0.144469,1,0
04-1-000520,21.0349,288.889,11.6555,0.157222,1,0
04-1-000521,20.6741,283.849,14.7577,0.262958,1,0
04-1-000523,19.6098,280.821,23.8149,0.485075,0,0
04-1-000526,19.6834,278.225,14.363,0.338616,0,0
04-1-000528,21.4077,275.565,23.0643,0.639115,0,0
04-1-000529,20.3794,272.949,28.8275,0.85667,0,0
04-1-000531,21.7157,272.751,10.8173,0.183061,0,0
04-1-000532,20.0574,272.409,13.7365,0.221261,0,0
04-1-000533,19.7448,272.962,15.8931,0.205405,0,0
04-1-000534,20.1319,271.374,11.7321,0.353351,0,0
04-1-000536,20.2357,271.854,20.2489,0.175948,0,0
04-1-000537,19.8044,272.245,10.2689,0.215914,0,0
04-1-000538,19.4366,270.279,20.6988,0.532516,0,0
04-1-000542,19.3138,271.523,16.6528,0.750279,0,0
04-1-000543,18.931,270.933,15.3148,0.576653,0,0
04-1-000544,18.2632,273.021,10.3969,0.138652,0,0
04-1-000545,18.5088,275.759,10.0886,0.138369,0,0
04-1-000546,19.2276,278.711,12.7987,0.180368,0,0
04-1-000547,18.5569,280.637,14.0948,0.204191,0,0
04-1-000548,18.9702,282.866,13.1886,0.221693,1,0
04-1-000551,17.7763,355.376,12.0477,0.459023,0,0
04-1-000553,16.8298,318.286,11.5071,0.138434,1,0
04-1-000555,17.7918,284.395,10.7025,0.122747,1,0
04-1-000556,18.0759,283.373,12.7699,0.448171,1,0
04-1-000557,17.5357,283.165,11.2219,0.285304,1,0
04-1-000558,17.7842,281.971,16.2395,0.367492,0,0
04-1-000559,16.9162,282.083,14.5138,0.252536,0,0
04-1-000560,17.1271,280.75,19.0875,0.835995,0,0
04-1-000562,17.5974,279.698,11.6931,0.41032,0,0
04-1-000566,18.2198,276.06,14.78,0.140505,0,0
04-1-000568,17.1997,270.094,10.2023,0.35925,0,0
04-1-000570,17.2965,270.795,16.6466,0.181052,0,0
04-1-000571,15.4901,272.377,12.3469,0.12526,0,0
04-1-000572,15.6915,276.875,25.9194,0.650683,0,0
04-1-000574,15.7907,278.986,16.6139,0.228125,0,0
04-1-000575,16.2632,278.679,17.6473,0.501101,0,0
04-1-000576,16.025,283.498,19.4533,0.503205,1,0
04-1-000577,16.5039,285.322,11.9837,0.212484,1,0
04-1-000578,16.3653,287.504,12.0322,0.252895,1,0
04-1-000579,15.3495,329.087,12.0653,0.28176,1,0
04-1-000580,15.2346,331.688,15.7062,0.390782,0,0
04-1-000585,13.8891,339.223,25.9766,0.805071,0,0
04-1-000587,13.9802,312.362,10.9778,0.258365,1,0
04-1-000588,15.1011,286.616,12.0176,0.142876,1,0
04-1-000591,14.4567,278.809,12.1406,0.458858,0,0
04-1-000592,14.0185,278.634,17.9062,0.598161,0,0
04-1-000593,14.006,278.007,13.5466,0.201161,0,0
04-1-000594,15.1254,276.369,11.6024,0.22338,0,0
04-1-000596,13.7051,275.098,26.6167,0.578328,0,0
04-1-000597,12.626,277.076,28.0219,0.895242,0,0
04-1-000598,14.3616,274.328,13.8413,0.208007,0,0
04-1-000599,14.6101,274.223,18.335,0.44367,0,0
04-1-000600,14.5911,273.695,13.2927,0.185576,0,0
04-1-000601,14.3487,272.987,11.2616,0.157996,0,0
04-1-000602,14.6599,272.597,12.4434,0.229848,0,0
04-1-000603,15.1461,272.829,15.6666,0.193942,0,0
04-1-000604,13.6295,272.12,14.8262,0.208497,0,0
04-1-000605,13.1535,271.821,11.4151,0.232616,0,0
04-1-000606,13.1471,272.555,14.5175,0.23488,0,0
04-1-000607,12.5941,272.628,10.1852,0.231051,0,0
04-1-000609,13.0853,278.027,18.5465,0.463813,0,0
04-1-000610,13.032,278.686,13.7387,0.491823,0,0
04-1-000611,12.7295,278.642,10.5913,0.0874537,0,0
04-1-000612,12.4182,278.447,17.0896,0.890241,0,0
04-1-000614,12.6393,279.939,22.3167,0.514507,0,0
04-1-000615,12.4694,281.653,10.3645,0.225958,0,0
04-1-000616,12.7732,284.511,10.9104,0.179868,1,0
04-1-000618,12.5938,313.957,15.1552,0.193399,1,0
04-1-000619,12.2096,334.003,14.6621,0.381967,0,0
04-1-000622,11.4382,355.627,13.1927,0.11142,1,0
04-1-000624,11.6856,296.946,11.1986,0.13138,1,0
04-1-000625,11.4327,292.275,14.5213,0.422004,1,0
04-1-000626,11.4473,286.035,13.3801,0.169053,1,0
04-1-000628,11.6685,283.664,14.2593,0.166113,0,0
04-1-000629,11.1766,283.7,13.5121,0.123308,0,0
04-1-000630,11.0955,281.05,12.6159,0.247735,0,0
04-1-000633,11.5679,279.662,14.4133,0.134911,0,0
04-1-000634,11.8633,276.504,19.9847,0.357544,0,0
04-1-000635,11.5955,273.28,13.3157,0.176444,0,0
04-1-000636,11.2691,273.166,16.7029,0.204492,0,0
04-1-000637,11.8516,271.502,16.2727,0.501219,0,0
04-1-000638,10.291,272.648,18.4978,0.505947,0,0
04-1-000639,10.371,274.329,11.1476,0.184075,0,0
04-1-000640,9.72067,274.226,21.3514,0.681072,0,0
04-1-000641,9.75602,275.386,10.9524,0.135706,0,0
04-1-000642,9.42398,274.943,14.7907,0.818159,0,0
04-1-000643,10.6132,275.367,13.4027,0.101103,0,0
04-1-000645,10.9216,275.643,12.6423,0.333499,0,0
04-1-000649,10.2822,290.614,10.0592,0.12074,1,0
04-1-000650,10.4794,297.162,15.6931,0.178101,1,0
04-1-000651,10.0094,318.133,11.5946,0.109981,1,0
04-1-000652,9.99893,329.773,11.9598,0.151893,0,0
04-1-000657,9.00537,280.169,21.1671,0.674271,0,0
04-1-000658,8.90929,278.466,19.1645,0.314802,0,0
04-1-000659,8.31795,275.057,12.1289,0.241203,0,0
04-1-000660,8.08145,273.955,10.4119,0.236107,0,0
04-1-000661,6.45538,276.277,19.2831,0.483443,0,0
04-1-000662,6.15686,275.188,11.011,0.123534,0,0
04-1-000663,7.01408,278.901,17.1061,0.401006,0,0
04-1-000664,7.93385,278.634,28.6284,0.350377,0,0
04-1-000665,6.68034,278.845,11.5497,0.116065,0,0
04-1-000666,6.61085,282.965,10.7131,0.428075,0,0
04-1-000668,6.26664,295.179,15.7811,0.177614,1,0
04-1-000669,6.91827,305.013,28.9917,0.408218,1,0
04-1-000671,7.13325,323.877,10.8221,0.107626,0,0
04-1-000672,6.46332,332.013,14.1398,0.115191,0,0
04-1-000673,6.23185,339.863,12.117,0.207206,1,0
04-1-000674,6.70929,357.553,18.2294,0.248386,0,0
04-1-000675,5.96277,357.639,10.1748,0.116005,0,0
04-1-000679,5.24364,334.563,14.9775,0.128492,1,0
04-1-000680,4.56713,323.323,28.0329,0.507579,0,0
04-1-000684,4.95164,288.14,24.1473,0.437315,0,0
04-1-000687,5.92381,278.395,18.0025,0.785422,0,0
04-1-000689,4.34089,275.303,10.2702,0.16919,0,0
04-1-000690,4.33702,276.152,20.695,0.521915,0,0
04-1-000691,3.8214,286.483,14.0037,0.183119,0,0
04-1-000692,3.9369,285.495,19.0459,0.492039,0,0
04-1-000693,3.06543,287.668,11.9927,0.209178,0,0
04-1-000694,4.51308,290.32,13.8704,0.304393,0,0
04-1-000695,3.21518,327.48,18.2627,0.277257,1,0
04-1-000696,4.29387,338.33,25.6649,0.610661,1,0
04-1-000698,3.51626,358.624,17.6438,0.237156,1,0
04-1-000699,4.03501,358.457,21.5569,0.558779,1,0
04-1-000700,2.15305,348.418,11.2117,0.214104,1,0
04-1-000701,3.3193,348.177,11.6784,0.207846,1,0
04-1-000702,2.34801,323.212,11.1045,0.196345,0,0
04-1-000703,2.83495,291.764,13.9386,0.170568,0,0
04-1-000705,1.92304,287.799,17.4968,0.57038,0,0
04-1-000706,3.12276,273.229,16.5629,0.469869,0,0
04-1-000707,3.15661,272.286,15.7725,0.413441,0,0
04-1-000708,1.1622,271.691,13.5281,0.160525,0,0
04-1-000709,0.0467415,274.775,19.8447,0.338929,0,0
04-1-000710,1.24183,278.898,19.764,0.29887,0,0
04-1-000711,1.11502,284.965,17.5242,0.254546,0,0
04-1-000712,0.629779,286.85,14.5587,0.108441,0,0
04-1-000714,1.34679,291.033,14.0525,0.373986,0,0
04-1-000717,0.952455,341.239,11.5275,0.106751,0,0
04-1-000718,0.923539,344.755,25.3048,0.605387,1,0
04-1-000719,0.16826,352.479,27.5829,0.443049,1,0
04-1-000723,10.7631,291.409,25.2099,0.24187,1,0
04-1-000728,32.6035,276.748,14.6222,0.294413,1,0
04-1-000732,41.8069,283.578,16.5952,0.792992,1,0
04-1-000734,45.6479,283.351,21.1007,0.503107,1,0
04-1-000736,56.0288,296.274,11.1978,0.127304,0,0
04-1-000737,58.2106,273.76,22.7815,0.356497,0,0
04-1-000740,16.7829,272.949,29.7469,0.327473,0,0
04-1-002005,1.79094,270.207,13.6105,0.329998,0,0
04-1-002207,1.90923,281.002,10.0583,0.169895,0,0
04-1-002873,1.66842,322.677,18.9528,0.271851,1,0
04-1-003289,1.33657,350.061,14.8809,0.153412,1,0
04-1-003557,3.40023,357.675,10.1768,0.16202,1,0
04-1-004711,2.90308,286.858,11.3591,0.170214,0,0
04-1-004742,3.39942,285.611,12.6789,0.336008,0,0
04-1-004800,2.62411,281.21,15.0122,0.291519,0,0
04-1-005010,3.38369,271.656,15.9905,0.323193,0,0
04-1-008925,4.83521,273.648,11.1623,0.388888,0,0
04-1-009434,6.82407,285.786,16.3619,0.217951,0,0
04-1-014940,8.98789,358.831,11.8948,0.117718,1,0
04-1-016318,9.90788,283.32,12.3871,0.229026,0,0
04-1-016580,11.0956,270.994,10.7304,0.186666,0,0
04-1-016590,10.4472,271.112,11.994,0.290116,0,0
04-1-024431,14.8855,274.316,10.8646,0.15559,0,0
04-1-024539,14.9956,279.072,10.5019,0.21171,0,0
04-1-028299,16.3237,312.664,10.8776,0.163179,1,0
04-1-029893,17.0589,320.168,12.1622,0.181621,1,0
04-1-033524,18.8896,274.268,15.4715,0.259131,0,0
04-1-035448,18.8489,356.172,10.7702,0.239123,0,0
04-1-036614,20.5581,339.411,18.9719,0.401246,0,0
04-1-038551,21.2218,272.566,14.3337,0.220461,0,0
04-1-038553,20.9089,272.583,11.6363,0.155218,0,0
04-1-038555,20.8842,273.535,11.0232,0.238298,0,0
04-1-038592,21.6739,273.815,10.0043,0.170214,0,0
04-1-038593,21.9728,273.673,12.8041,0.203354,0,0
04-1-038665,21.9939,274.915,12.7743,0.31769,0,0
04-1-039589,21.5211,307.874,10.0324,0.0796275,1,0
04-1-043306,22.9605,289.687,13.0807,0.513609,1,0
04-1-043484,22.8587,284.61,10.8441,0.151472,1,0
04-1-043707,22.7993,276.926,13.401,0.378551,0,0
04-1-044314,23.9899,287.746,12.5357,0.323082,1,0
04-1-047104,24.3342,353.943,10.8167,0.177209,1,0
04-1-049225,24.7366,280.972,14.8545,0.251555,1,0
04-1-049328,24.9367,274.428,10.1856,0.131622,0,0
04-1-049727,25.7198,273.057,14.7004,0.194324,0,0
04-1-053922,27.1516,355.002,10.1055,0.455961,1,0
04-1-056702,27.3903,276.487,12.9966,0.191607,1,0
04-1-056828,27.1587,273.727,12.3513,0.158749,0,0
04-1-060022,28.0526,353.586,12.4848,0.230502,0,0
04-1-068402,31.4082,274.415,13.862,0.318948,0,0
04-1-069117,32.3396,276.574,10.9449,0.332372,0,0
04-1-070236,32.4598,328.019,13.4907,0.142487,1,0
04-1-073696,34.5972,274.215,10.015,0.127654,0,0
04-1-074495,35.3544,277.915,11.6007,0.389213,0,0
04-1-077864,35.6224,279.578,10.9324,0.0917445,1,0
04-1-077993,35.7719,278.262,10.3718,0.12744,0,0
04-1-078018,35.4325,276.887,11.514,0.448181,0,0
04-1-078254,36.2798,270.412,12.8497,0.0975367,0,0
04-1-078536,36.7094,277.055,11.5837,0.275165,0,0
04-1-078584,36.5507,277.689,11.6211,0.144405,0,0
04-1-078689,36.4791,280.564,10.5671,0.166721,1,0
04-1-081731,38.1627,276.399,13.0776,0.37616,0,0
04-1-082126,39.4321,272.527,12.7751,0.132697,0,0
04-1-084384,40.4138,285.188,11.5361,0.112672,1,0
04-1-084562,40.7243,277.082,13.9974,0.190579,0,0
04-1-084566,40.2457,276.814,11.9201,0.320179,0,0
04-1-084869,41.6452,271.934,15.8476,0.468189,0,0
04-1-085036,41.4603,276.523,20.888,0.224083,0,0
04-1-085931,41.9079,356.762,12.8944,0.157535,1,0
04-1-086825,41.862,278.396,22.1193,0.310572,0,0
04-1-086856,42.6636,277.356,10.7763,0.209662,0,0
04-1-086857,42.68,276.961,12.9561,0.430091,0,0
04-1-087047,44.0163,272.863,11.4741,0.196705,0,0
04-1-087072,43.3664,274.28,11.5084,0.261534,0,0
04-1-087088,43.5658,275.173,14.5242,0.342962,0,0
04-1-087117,42.9526,275.993,18.3019,0.125987,0,0
04-1-087120,43.205,275.707,10.958,0.128817,0,0
04-1-087147,43.0789,276.76,12.8575,0.440843,0,0
04-1-087171,43.2548,278.247,11.0684,0.152223,0,0
04-1-087763,44.0273,315.454,12.6363,0.154907,0,0
04-1-087785,43.7969,317.435,11.0141,0.234748,0,0
04-1-088644,44.5533,318.059,12.0316,0.201234,0,0
04-1-089155,45.0612,280.089,10.1333,0.200242,0,0
04-1-089284,44.2261,275.905,12.379,0.412716,0,0
04-1-090228,46.182,316.036,11.4709,0.118404,0,0
04-1-090430,45.5843,321.796,13.4726,0.250858,0,0
04-1-091970,47.6716,270.079,10.1253,0.402426,0,0
04-1-092006,47.6858,270.733,18.3806,0.526594,0,0
04-1-092269,47.6275,280.059,12.3366,0.110781,0,0
04-1-093487,47.7687,347.606,20.8859,0.494113,0,0
04-1-094218,48.763,326.955,12.9884,0.407795,0,0
04-1-096890,49.7863,329.676,11.3136,0.883671,0,0
04-1-099467,51.7441,280.382,14.1272,0.266835,0,0
04-1-099650,51.4884,270.104,10.196,0.602576,0,0
04-1-099811,52.4834,276.925,19.6635,0.342014,0,0
04-1-099906,52.4043,280.262,13.5116,0.336699,0,0
04-1-101251,52.2115,357.794,11.0563,0.56187,0,0
04-1-102229,53.4353,331.815,11.1878,0.295086,0,0
04-1-103514,53.4157,277.517,10.1251,0.581065,0,0
04-1-103696,54.0691,273.91,13.1109,0.535707,0,0
04-1-105548,54.0692,335.179,12.1599,0.238374,0,0
04-1-105616,54.154,337.695,10.0459,0.350975,0,0
04-1-108421,55.941,270.12,11.348,0.494903,0,0
04-1-108843,57.0992,289.913,11.5465,0.272688,0,0
04-2-000003,49.088,280.638,28.9389,0.247447,0,0
04-2-000014,6.181,271.101,23.6916,0.336034,0,0
04-2-000018,2.89781,274.615,19.1414,0.468914,0,0
04-2-000020,4.72393,356.818,11.4728,0.0603617,1,0
04-2-000022,4.87114,275.987,10.1402,0.175312,0,0
04-2-000039,13.808,273.52,13.0074,0.241388,0,0
04-2-000041,13.9621,271.896,11.5782,0.258975,0,0
04-2-000042,14.6994,354.953,11.5849,0.405835,1,0
04-2-000043,16.1723,276.27,11.8287,0.170566,0,0
04-2-000052,21.5304,274.654,13.2757,0.309537,0,0
04-2-000054,22.3285,296.056,21.5013,0.251519,1,0
04-2-000055,22.8263,276.365,11.589,0.188781,0,0
04-2-000057,25.1808,354.443,12.7871,0.247443,1,0
04-2-000062,24.6972,275.758,13.8157,0.297935,0,0
04-2-000064,25.0326,273.6,12.5428,0.129796,0,0
04-2-000075,28.07,276.452,14.7935,0.239706,1,0
04-2-000077,28.7451,274.138,19.9572,0.145065,0,0
04-2-000078,28.5457,274.37,10.8251,0.0849906,0,0
04-2-000079,28.7993,274.801,14.8098,0.407198,0,0
04-2-000081,30.162,278.255,16.3747,0.33422,1,0
04-2-000082,31.0079,275.086,15.691,0.17216,0,0
04-2-000090,35.5581,270.037,14.3789,0.518803,0,0
04-2-000596,0.791608,290.111,13.0315,0.594433,0,0
04-2-000632,0.484622,284.386,15.3286,0.884002,0,0
04-2-000677,0.806954,280.19,18.1806,0.197493,0,0
04-2-000761,0.249256,272.054,19.1204,0.357596,0,0
04-2-000762,0.794728,274.344,18.1058,0.493841,0,0
04-2-000820,1.73172,276.035,13.2933,0.29081,0,0
04-2-000835,1.65603,276.574,10.4692,0.245835,0,0
04-2-000855,1.19238,278.091,21.559,0.271723,0,0
04-2-000863,1.33778,280.648,10.7349,0.526821,0,0
04-2-001148,1.87481,350.131,16.8687,0.126511,1,0
04-2-001537,2.33338,289.345,14.0104,0.78931,0,0
04-2-001566,2.76174,283.759,11.7077,0.111273,0,0
04-2-001606,2.07841,275.011,22.3052,0.383856,0,0
04-2-001607,3.3559,276.689,21.5104,0.413496,0,0
04-2-001608,2.80194,276.031,14.6585,0.347458,0,0
04-2-001611,2.32198,275.272,15.3292,0.530277,0,0
04-2-001620,2.78444,271.459,21.777,0.629452,0,0
04-2-001623,2.82509,270.331,11.2333,0.143122,0,0
04-2-001641,3.76392,273.875,15.6327,0.315485,0,0
04-2-001698,4.09043,287.101,21.2912,0.471429,0,0
04-2-001708,4.29134,289.506,11.3942,0.0915681,0,0
04-2-002709,5.12524,288.534,10.834,0.185397,0,0
04-2-002723,5.23562,286.771,11.7744,0.0961347,0,0
04-2-002738,5.34881,282.628,15.5068,0.374034,0,0
04-2-002748,5.58662,278.057,13.161,0.260738,0,0
04-2-002761,4.8119,275.378,14.5523,0.22396,0,0
04-2-002767,5.31134,271.09,12.4466,0.348569,0,0
04-2-002775,6.04375,271.91,18.9757,0.510918,0,0
04-2-002776,6.22671,273.112,10.637,0.343725,0,0
04-2-002783,5.87468,275.04,11.6279,0.745859,0,0
04-2-002827,6.2174,280.797,10.1605,0.190225,0,0
04-2-002838,6.78424,281.693,22.9122,0.652574,0,0
04-2-003863,8.02292,288.62,14.7187,0.461624,0,0
04-2-003875,7.22464,284.949,18.2991,0.58228,0,0
04-2-003883,7.42776,279.537,12.2509,0.319501,0,0
04-2-003893,7.71634,276.932,12.6967,0.601161,0,0
04-2-003924,7.25114,271.894,13.5192,0.295933,0,0
04-2-003987,8.00306,280.583,15.1904,0.295878,0,0
04-2-004821,9.72159,285.975,14.4286,0.19795,0,0
04-2-004849,9.47335,282.769,10.1156,0.310447,0,0
04-2-004859,9.48474,278.897,12.2418,0.150135,0,0
04-2-004899,9.69989,271.088,12.4897,0.103659,0,0
04-2-004903,10.1829,271.151,10.5894,0.150896,0,0
04-2-004991,11.2653,275.636,11.9041,0.139586,0,0
04-2-004992,11.3328,274.994,11.4572,0.42467,0,0
04-2-005023,10.2083,283.795,15.2814,0.178394,0,0
04-2-006281,12.2851,286.529,19.0747,1.25551,1,0
04-2-006557,11.9279,279.651,12.0901,0.507789,0,0
04-2-006621,11.5524,271.265,12.7946,0.183033,0,0
04-2-006823,12.3482,276.728,14.5869,0.1703,0,0
04-2-007262,13.1677,339.619,14.6247,0.215946,0,0
04-2-007648,14.2826,355.039,10.7812,0.254164,1,0
04-2-008397,13.9318,271.646,11.6214,0.147991,0,0
04-2-008408,13.8552,270.329,24.2303,0.347381,0,0
04-2-008413,14.2972,270.603,12.1511,0.212291,0,0
04-2-008525,14.6027,278.535,10.14,0.196272,0,0
04-2-008706,15.2487,336.703,24.6106,0.181316,1,0
04-2-008947,14.9048,354.971,19.0209,0.48969,1,0
04-2-009586,15.7083,278.552,18.6603,0.256784,0,0
04-2-009592,15.7849,276.433,11.0412,0.184022,0,0
04-2-009604,15.8636,274.931,15.5439,0.113645,0,0
04-2-009626,15.8193,274.737,13.616,0.709501,0,0
04-2-009634,16.1487,270.662,13.7662,0.565855,0,0
04-2-009662,17.6281,273.805,10.7686,0.563028,0,0
04-2-009693,17.2084,278.821,11.4418,0.181369,0,0
04-2-010288,18.2223,272.74,11.1462,0.235446,0,0
04-2-010373,19.2207,273.412,12.5309,0.275183,0,0
04-2-010406,19.6022,275.342,10.8611,0.647922,0,0
04-2-010967,20.6388,281.481,29.0572,0.655442,1,0
04-2-011040,20.1679,279.087,14.1862,0.119971,0,0
04-2-011140,20.6518,270.932,11.2248,0.169433,0,0
04-2-011156,21.6797,273.017,10.1063,0.0920117,0,0
04-2-011159,22.0514,273.123,13.2724,0.350689,0,0
04-2-011160,22.1647,272.896,18.544,0.743577,0,0
04-2-011727,22.6748,273.199,10.7043,0.0913025,0,0
04-2-011773,23.7263,272.772,21.6443,0.323117,0,0
04-2-011866,23.7531,286.793,10.8425,0.410285,1,0
04-2-012142,23.7162,359.267,12.0356,0.154638,0,0
04-2-012538,24.5354,286.365,11.5124,0.28564,1,0
04-2-013396,28.2507,274.964,11.5995,0.567651,0,0
04-2-013512,28.3385,354.813,10.5372,0.140156,1,0
04-2-013514,28.2027,355.077,10.3527,0.17723,1,0
04-2-013645,29.3798,273.353,14.7965,0.341564,0,0
04-2-013702,30.28,274.794,11.7947,0.180839,0,0
04-2-013983,32.0371,276.131,12.0638,0.206011,0,0
04-2-014339,35.6348,313.701,20.9923,0.46111,1,0
04-2-014371,35.4808,280.965,13.5003,0.16332,1,0
04-2-014468,36.685,276.732,10.3396,0.329212,0,0
04-2-014738,37.6106,283.417,13.7823,0.235242,1,0
04-2-014786,37.9238,274.439,13.0738,0.305353,0,0
04-2-014840,39.5364,278.166,10.2726,0.124128,0,0
04-2-014843,38.9749,277.374,11.0894,0.192102,0,0
04-2-015057,40.4537,323.572,11.7511,0.176058,1,0
04-2-015681,43.4129,277.523,17.4656,0.478216,0,0
04-2-015941,44.3881,321.005,13.3534,0.29859,0,0
04-2-015961,44.9452,317.584,13.4489,0.158245,0,0
04-2-016178,45.2886,274.516,10.2868,0.22124,0,0
04-2-016378,47.0476,281.59,26.9457,0.55872,1,0
04-2-016414,48.0949,281.523,17.8873,0.672634,0,0
04-2-016467,47.6107,334.553,12.2392,0.244656,1,0
04-2-016635,49.573,278.809,13.6324,0.306842,0,0
04-2-016657,49.0054,270.451,10.7591,0.538672,0,0
04-2-016666,50.2893,271.789,10.3895,0.402044,0,0
04-2-016716,50.5167,283.551,11.0715,0.131298,0,0
04-2-016984,51.371,322.787,10.6995,0.436671,0,0
04-2-017733,54.5337,278.591,10.5938,0.670818,0,0
04-2-017752,54.2691,283.995,17.2994,0.410541,0,0
04-2-017753,54.2484,285.44,20.5542,0.453548,1,0
04-2-017881,54.1209,324.401,10.308,0.126653,0,0
04-2-017926,54.9385,348.568,19.0061,1.02957,0,0
04-2-018617,57.2522,299.275,27.1932,0.70982,0,0
04-2-019006,25.5619,274.696,15.8658,0.323674,0,0
04-2-019008,1.08782,350.153,19.7715,0.195563,1,0
04-2-019013,4.83793,290.511,16.6444,0.200746,0,0
04-2-019016,5.74762,280.562,15.8873,0.272,0,0
04-2-019018,3.15458,274.638,20.9416,0.69644,0,0
04-2-019020,3.90453,275.586,22.4677,0.247869,0,0
04-2-019021,4.46364,270.675,26.467,0.725576,0,0
04-2-019024,8.20814,277.231,18.0929,0.408194,0,0
04-2-019025,6.41069,278.261,14.1248,0.760869,0,0
04-2-019026,6.69242,278.132,12.411,0.324331,0,0
04-2-019027,5.73319,279.801,19.8278,0.204448,0,0
04-2-019028,8.73896,279.261,12.3457,0.244598,0,0
04-2-019029,8.95815,278.987,15.1508,0.5452,0,0
04-2-019030,7.03036,288.622,20.9244,0.384913,0,0
04-2-019032,15.4538,357.976,23.9568,0.692901,1,0
